pH,temperature_C,ascorbic_conc_M,ascorbic_g_per_L,ascorbic_percent_wv
3.3082294049517733,24.775058736277327,0.003581417572953137,0.6307592629485065,0.06307592629485065
3.9405463980949813,27.614325631840074,0.00028073648061472295,0.049443308965865004,0.004944330896586501
3.2636577759562373,29.03327871964053,0.006813545112157039,1.2000015651530977,0.12000015651530978
3.5282504329255504,27.206959467183516,0.0020013106012173243,0.35247082308639516,0.035247082308639516
4.771435782711292,29.632112235493796,2.04543295134201e-05,0.0036024165139035484,0.0003602416513903548
2.9781801016278506,27.820051707381772,0.016578825499441754,2.9198627469616816,0.29198627469616817
3.3259400189025463,28.668014382619265,0.00324908457659428,0.5722287756297846,0.05722287756297846
3.2592232296926893,21.14104071183637,0.003926559722578285,0.6915456983404876,0.06915456983404876
4.687974457278621,27.324135029937878,2.6471282804910774e-05,0.004662122327600886,0.0004662122327600886
3.9130162083598403,24.400886995273687,0.000306389300457614,0.053961283596594974,0.0053961283596594975
4.106432275849252,25.531038024112753,0.00016735299150812038,0.029474208864410163,0.002947420886441016
3.0245226980865905,26.54102409482357,0.011437325029485388,2.0143416841929667,0.20143416841929668
3.5485681543341703,29.698151167055695,0.0013327690420679703,0.23472728368901094,0.023472728368901095
3.2566742068912595,29.845780814316246,0.005189354310702276,0.9139490812008848,0.09139490812008848
3.9681049258668146,22.882282454879054,0.00029058076055012155,0.05117708354808741,0.005117708354808741
4.450147753726855,27.33753497437916,5.621960396035831e-05,0.009901396649498306,0.0009901396649498306
3.6986952632184913,27.499835379352685,0.0006762850658243474,0.11910732579298407,0.011910732579298406
4.894259661616391,23.46492861313049,1.6240408356339466e-05,0.002860260719718507,0.00028602607197185067
3.219720661727866,21.23869774864221,0.005384964785035169,0.948399997940394,0.0948399997940394
3.612849459951054,20.409469602857197,0.001214765689868943,0.21394453329971824,0.021394453329971825
3.3654970772794606,27.773431275291784,0.0031746038768649086,0.5591112347934477,0.05591112347934477
4.102898483360787,24.896997418169057,0.00014788893955696773,0.026046200034773155,0.0026046200034773154
2.9879885474426624,29.85540169494926,0.0159699472084983,2.8126271023607208,0.2812627102360721
3.14127665139828,24.64973456193653,0.008857266261601254,1.559941733993213,0.15599417339932128
3.3483713088306057,29.7791697907384,0.003703953623655375,0.6523403121981847,0.06523403121981847
4.514289293417826,24.1157600219406,4.388415455372393e-05,0.00772887730000186,0.0007728877300001859
3.955967611303478,27.936821505599724,0.0003468800413553158,0.06109251288349822,0.006109251288349822
4.955875536803075,20.84819272311832,1.3949300404373313e-05,0.002456750787218228,0.0002456750787218228
4.614453942162825,25.554617101377637,3.229648987256267e-05,0.005688057796355738,0.0005688057796355738
3.5225498135380877,28.02059786985724,0.0017949879841160604,0.3161332837625206,0.03161332837625206
3.447458303811615,29.24701667219889,0.0028688980446577297,0.5052703236251194,0.05052703236251194
3.061721790320787,28.225830906174316,0.015587702808156708,2.7453062185725594,0.27453062185725596
4.170632819632633,20.36970727201174,0.0001189114519023574,0.020942684909043184,0.0020942684909043183
4.081909191699042,23.727023413067343,0.00016692332612854453,0.029398536197759263,0.0029398536197759264
3.9488813180938,20.486984723138512,0.00035443302162141763,0.06242274376796408,0.006242274376796407
4.499824201716586,21.09282291114558,4.2194465030182936e-05,0.007431289181115819,0.0007431289181115819
4.646963613573756,26.75305628667484,2.6837432652907903e-05,0.00472660863883014,0.000472660863883014
3.8774612439270038,27.132581963116984,0.0003713866227798402,0.06540861200398546,0.006540861200398545
4.451035264685026,27.737206827516264,5.607907633635984e-05,0.009876646924359694,0.0009876646924359693
3.5209745007993924,28.654565480556627,0.001623252881401323,0.285887297472401,0.0285887297472401
3.9503844606276095,27.3943146847651,0.000277077545824063,0.04879889737053398,0.004879889737053398
3.2147116541575484,28.00871592106632,0.005595489008764538,0.9854775242236105,0.09854775242236105
3.4476128199997134,20.48963709823279,0.002045854937665656,0.3603159716216753,0.03603159716216753
4.211305557015171,22.345351504412985,0.00010735194479731571,0.018906824517703244,0.0018906824517703244
3.3041152804314193,26.218977733752457,0.005577728162995786,0.9823494840668178,0.09823494840668177
3.292587167160207,28.581253046248232,0.004526081602339901,0.7971334918041034,0.07971334918041034
4.099958446053432,20.04500124939659,0.0001899672127992104,0.03345702551819693,0.003345702551819693
4.277897948802866,25.1462934211635,8.94298995557963e-05,0.015750393909766843,0.0015750393909766843
3.4954689414047735,26.772873993643973,0.0017874551896116826,0.3148066079944095,0.03148066079944095
4.639045321544799,20.296072891286133,2.8918994982302715e-05,0.005093213396283154,0.0005093213396283154
4.425721540786166,24.01355557553388,4.567694697423258e-05,0.008044623901101841,0.0008044623901101841
4.99027525756236,28.956348813836968,1.0575368033041484e-05,0.0018625338179792663,0.00018625338179792663
3.260636706224768,26.716128088558587,0.003952304945165685,0.6960799469425804,0.06960799469425803
3.4655811891089288,22.376583633605975,0.0015631758135764783,0.27530652428708935,0.027530652428708936
3.424311525689313,28.52781129631913,0.0021234681406855256,0.3739852089375348,0.03739852089375348
3.365601200499617,23.480314234095143,0.0037705595343937013,0.6640709451974187,0.06640709451974187
3.9243753510680697,28.533446711440597,0.00032690537344831524,0.057574574371717285,0.005757457437171728
3.750115514417319,22.989436511189055,0.0007530883801157056,0.13263392550597808,0.013263392550597808
4.6726633669303475,25.90320250883149,2.892877834048936e-05,0.005094936441326986,0.0005094936441326985
4.751579677135405,23.96940067747834,2.387532228374798e-05,0.004204921760613694,0.0004204921760613694
3.49958467036299,22.748250507550672,0.001605941695328445,0.28283845138124575,0.028283845138124576
3.9169698917941886,28.86557562171869,0.0003586059410493067,0.0631576783376039,0.00631576783376039
3.7399058887205587,21.875936819394912,0.0007332957220522583,0.12914804256784373,0.012914804256784373
3.3362943611898825,20.84811591235763,0.0033457711305573627,0.5892572115137628,0.05892572115137627
3.6050240408141674,23.4192693854566,0.0012432843186680404,0.21896723420381528,0.021896723420381528
3.7572139725176488,27.176391476415674,0.0006711382979403786,0.11820087703325947,0.011820087703325948
3.7130156369589975,28.074316059762815,0.0007004604687966265,0.12336509776446186,0.012336509776446186
4.223088112579647,29.987433700667648,0.00010070135715841127,0.017735523022739393,0.0017735523022739392
4.927582291780366,22.96362057011165,1.263859665417274e-05,0.002225909642732903,0.00022259096427329028
3.973385557564248,24.07941951131282,0.0002761642034858426,0.048638039517926605,0.00486380395179266
4.478537371935533,21.36821278029626,5.106571537804367e-05,0.008993693792381052,0.0008993693792381052
4.005276254807499,25.748719296230334,0.00022291768501622153,0.03926026268505694,0.003926026268505694
3.199734719775214,29.975800372629173,0.006549831714841129,1.1535563616178197,0.11535563616178197
4.438419882985265,27.008810101206585,5.915620473826849e-05,0.010418590778503847,0.0010418590778503846
4.902793215066442,25.952128404133717,1.5573959736421762e-05,0.0027428857887786006,0.00027428857887786006
4.355203640780766,23.92369092921794,8.483339422338052e-05,0.014940857390621778,0.0014940857390621778
4.31875650570696,29.152987602855546,9.308064855185364e-05,0.016393363822952464,0.0016393363822952464
3.508381149345474,24.969165961303496,0.0015287078601709963,0.2692360283333159,0.02692360283333159
3.7841516580265857,21.343669133130614,0.0006889791869806297,0.1213430144110285,0.01213430144110285
3.3043468543483203,23.653784631991336,0.0038624608465823475,0.6802566043000831,0.06802566043000831
3.565399245975323,20.671666688477668,0.0015568066680497737,0.27418479037692617,0.027418479037692615
4.035567299212721,22.019790376887816,0.00021931919479485312,0.038626496587269535,0.0038626496587269533
3.255109486649551,20.176687809999123,0.004855872437314535,0.8552162536598359,0.0855216253659836
4.534923649231726,24.532799165001634,3.5564002794214066e-05,0.006263532172116982,0.0006263532172116981
4.981512642669341,26.345402649517972,1.1883649697992726e-05,0.002092948384810479,0.0002092948384810479
4.7484224837827105,23.432924623789077,1.9822477819170435e-05,0.003491134793512297,0.0003491134793512297
3.4583801292452785,24.20381771505277,0.0024198355738184268,0.42618144126090135,0.042618144126090135
3.9652481665218438,29.59209272844576,0.00033434502074835643,0.05888484505420054,0.005888484505420054
4.58003212316784,27.519631215749154,3.4056253572909395e-05,0.005997987379260803,0.0005997987379260803
3.8509627621333786,25.408566369449513,0.00045024381729379294,0.07929694110178281,0.00792969411017828
4.60557143161108,22.845408751118253,3.181485432059468e-05,0.005603232142943135,0.0005603232142943136
3.45723076746221,28.96996798772995,0.0019854421511348573,0.34967607165787107,0.034967607165787104
3.9747734904408945,22.350971168806595,0.00029669874505942905,0.05225458297986665,0.0052254582979866645
4.085933735560959,23.25342730516677,0.00018087146078329386,0.031855081673153714,0.0031855081673153713
4.314514385444148,29.090648144229483,9.885300917961644e-05,0.01740999197671405,0.0017409991976714049
3.5819445081353165,25.29542055285072,0.0012020777463755883,0.2117099326916686,0.02117099326916686
4.158344328291865,27.423179494179767,0.00015630814706447512,0.027528990860995358,0.002752899086099536
4.8047733046914995,25.907447941637663,1.946456640396088e-05,0.00342809943506559,0.000342809943506559
4.742563540184072,26.53439209009495,2.451429889444251e-05,0.004317458321289215,0.0004317458321289215
2.9990604577724507,22.993832915148257,0.014936962580315117,2.6306978496450983,0.26306978496450983
3.1022394528970136,22.41372061626663,0.009961305954096854,1.754385204635538,0.1754385204635538
3.4665220379252726,23.22492347168665,0.0020371994092905745,0.358791559964256,0.0358791559964256
4.319855873532012,21.554415640834225,7.539991787092548e-05,0.013279433535427395,0.0013279433535427396
3.019929515286802,28.743143652908074,0.01578636155568271,2.7802939971868392,0.2780293997186839
3.3488427663615026,22.83246933250114,0.0037143085933003966,0.6541640294520659,0.06541640294520659
3.45695128714142,25.614893944143844,0.0023213339560287293,0.40883333633577984,0.04088333363357798
